Retail Supervisor,Others - China,https://hk.jobsdb.com/hk/en/job/retail-supervisor-100003005965187,Degree,Middle,Salary negotiable
SALES MANAGER – ASIA,Central,https://hk.jobsdb.com/hk/en/job/sales-manager-asia-100003005965179,Degree,Senior,Salary provided
Sales Executive (Ethical Division),Tai Po Area,https://hk.jobsdb.com/hk/en/job/sales-executive-100003005965182,Non-Degree Tertiary,Entry Level,Salary negotiable
Retail Manager,Others - China,https://hk.jobsdb.com/hk/en/job/retail-manager-100003005965167,Degree,Middle,Salary negotiable
"Trainee / Executive, Business Development and Marketing",Kwun Tong Area,https://hk.jobsdb.com/hk/en/job/trainee-executive-business-development-and-marketing-100003005965134,Degree,Entry Level,Salary provided
Account Manager - Medical Devices,Location not specified,https://hk.jobsdb.com/hk/en/job/account-manager-medical-devices-100003005965153,Degree,Middle,Salary negotiable
Sales/Brand Executive,Causeway Bay,https://hk.jobsdb.com/hk/en/job/sales-brand-executive-100003005965120,null,Entry Level,Salary negotiable
Showroom Manager – Products (for luxury / interior design),Wan Chai Area,https://hk.jobsdb.com/hk/en/job/showroom-manager-products-100003005965111,Non-Degree Tertiary,Middle,"HK$25,000 - 55,000 /month (includes high commission)"
AIA Spring Internship Program (Welcome Local/Overseas/IANG University Student),Quarry Bay,https://hk.jobsdb.com/hk/en/job/aia-spring-internship-program-100003005965097,Degree,Entry Level,Salary provided
Showroom Sales Consultant,Central & Western Area,https://hk.jobsdb.com/hk/en/job/showroom-sales-consultant-100003005965090,Non-Degree Tertiary,Entry Level,Salary negotiable
Senior Sales Associate / Sales Associate (Part-time),Location not specified,https://hk.jobsdb.com/hk/en/job/senior-sales-associate-sales-associate-100003005964335,null,Entry Level,Salary negotiable
Business Development Manager - HK/Macau,Central & Western Area,https://hk.jobsdb.com/hk/en/job/business-development-manager-hk-macau-100003005965045,null,Middle,Base salary + high commission
Private Wealth Management PRC and HK Market（欢迎有内地背景人士）,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/private-wealth-management-prc-and-hk-market-100003005965078,Degree,"Contract, Full Time, Internship, Part Time, Permanent","HK$45,000 - 55,000 /month (negotiable)"
Deputy Sales & Marketing Manager - Filling Stations (Ref : DS&MM-FS),Wan Chai Area,https://hk.jobsdb.com/hk/en/job/deputy-sales-marketing-manager-filling-stations-100003005965051,Degree,Senior,Salary provided
Marketing Consultant 市場拓展顧問 ／Marketing Manager市場拓展經理,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/marketing-consultant-%e5%b8%82%e5%a0%b4%e6%8b%93%e5%b1%95%e9%a1%a7%e5%95%8f-marketing-manager%e5%b8%82%e5%a0%b4%e6%8b%93%e5%b1%95%e7%b6%93%e7%90%86-100003005965069,Degree,Entry Level,Salary negotiable
Sales Representative- Western segment (Ref: C000),Causeway Bay,https://hk.jobsdb.com/hk/en/job/sales-representative-western-segment-100003005965054,School Certificate,Entry Level,Base salary + high commission
Sales Executive (interior products),Central & Western Area,https://hk.jobsdb.com/hk/en/job/sales-executive-100003005965046,Non-Degree Tertiary,Entry Level,Salary negotiable
Customer Service Representatives,Mong Kok,https://hk.jobsdb.com/hk/en/job/customer-service-representatives-100003005964505,School Certificate,Entry Level,Salary provided
Tagalog or Bahasa Speaker,Central,https://hk.jobsdb.com/hk/en/job/tagalog-100003005964513,null,Entry Level,null
Assistant Manager (Branch Operations),Location not specified,https://hk.jobsdb.com/hk/en/job/assistant-manager-100003005964453,Non-Degree Tertiary,Middle,null
分行文員  (多名),Location not specified,https://hk.jobsdb.com/hk/en/job/%e5%88%86%e8%a1%8c%e6%96%87%e5%93%a1-100003005965028,School Certificate,Entry Level,null
Sales Executive (international trading),Wan Chai,https://hk.jobsdb.com/hk/en/job/sales-executive-100003005965026,null,null,Salary provided
Travel & Hotels Specialist,Location not specified,https://hk.jobsdb.com/hk/en/job/travel-hotels-specialist-100003005965019,null,Middle level,Salary negotiable
Supervisor (CEM Business - Japanese Speaking),Lai Chi Kok,https://hk.jobsdb.com/hk/en/job/supervisor-100003005965018,Degree,Middle,Salary negotiable
BUSINESS DEVELOPMENT MANAGER,Location not specified,https://hk.jobsdb.com/hk/en/job/business-development-manager-100003005964876,Degree,Middle,Salary negotiable
Sales Assistant / Clerk,Shatin Area,https://hk.jobsdb.com/hk/en/job/sales-assistant-clerk-100003005964467,Non-Degree Tertiary,Entry Level,Salary negotiable
Sales Executive (Ref. RML-SE-JD),Kowloon Bay,https://hk.jobsdb.com/hk/en/job/sales-executive-100003005964993,Matriculated,Entry Level,Salary provided
Account Manager,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/account-manager-100003005964947,Degree,Middle,Salary negotiable
Sales Administrator,Southern Area,https://hk.jobsdb.com/hk/en/job/sales-administrator-100003005964965,Non-Degree Tertiary,Entry Level,Salary provided
香水顧問 Perfume Consultant / Beauty Advisor,Location not specified,https://hk.jobsdb.com/hk/en/job/%e9%a6%99%e6%b0%b4%e9%a1%a7%e5%95%8f-perfume-consultant-beauty-advisor-100003005964958,School Certificate,Entry Level,Base salary + high commission
Beauty Consultant / Make-up Artist (美 容 顧 問 / 化妝師) Up to 35K+,Location not specified,https://hk.jobsdb.com/hk/en/job/beauty-consultant-make-up-artist-100003005964945,School Certificate,Entry Level,Base salary + high commission
Beauty Counter Manager / Supervisor 美容彩妝 - ​店舖經理 / 專櫃經理,Location not specified,https://hk.jobsdb.com/hk/en/job/beauty-counter-manager-supervisor-%e7%be%8e%e5%ae%b9%e5%bd%a9%e5%a6%9d-%e5%ba%97%e8%88%96%e7%b6%93%e7%90%86-%e5%b0%88%e6%ab%83%e7%b6%93%e7%90%86-100003005964944,School Certificate,Entry Level,Base salary + high commission
Customer Service Executive - 5 days work,Location not specified,https://hk.jobsdb.com/hk/en/job/customer-service-executive-100003005964943,Degree,Entry Level,Salary negotiable
Financial Planner/ Wealth Management Manager (Welcome Fresh Graduate/IANG),Causeway Bay,https://hk.jobsdb.com/hk/en/job/financial-planner-wealth-management-manager-100003005964942,Degree,Entry Level,Base salary + high commission
CUSTOMER SERVICES / MARKETING OFFICER ( CO-WORKING SPACE),Kwun Tong,https://hk.jobsdb.com/hk/en/job/customer-services-marketing-officer-100003005964711,Non-Degree Tertiary,Entry Level,Salary negotiable
"SENIOR MANAGER, LEASING AND MANAGEMENT",Location not specified,https://hk.jobsdb.com/hk/en/job/senior-manager-leasing-and-management-100003005964703,null,Full Time,Salary provided
Sales Executive / Sales Assistant,Admiralty,https://hk.jobsdb.com/hk/en/job/sales-executive-sales-assistant-100003005964920,Non-Degree Tertiary,Entry Level,Salary provided
Sales Executive,Kwun Tong,https://hk.jobsdb.com/hk/en/job/sales-executive-100003005964916,null,null,Salary provided
"Senior / Customer Service Advisor, Call Centre (Inbound Services)",Wong Tai Sin Area,https://hk.jobsdb.com/hk/en/job/senior-customer-service-advisor-call-centre-100003005964904,Degree,Entry Level,Salary negotiable
兼職售貨員 (Part-time Sales),Location not specified,https://hk.jobsdb.com/hk/en/job/%e5%85%bc%e8%81%b7%e5%94%ae%e8%b2%a8%e5%93%a1-100003005964896,School Certificate,Entry Level,null
Air Freight Customer Service Clerk,Kwun Tong Area,https://hk.jobsdb.com/hk/en/job/air-freight-customer-service-clerk-100003005964894,School Certificate,Middle,Salary negotiable
Sales & Operations Executive (Ref : SL-SOE),Yau Tsim Mong Area,https://hk.jobsdb.com/hk/en/job/sales-operations-executive-100003005964883,Degree,Entry Level,null
Sales Director - Multinational Consumer Healthcare Company,Location not specified,https://hk.jobsdb.com/hk/en/job/sales-director-multinational-consumer-healthcare-company-100003005964879,Degree,Senior level,Base salary + high commission
Sales Account Manager (Reagents and Consumables Division),Location not specified,https://hk.jobsdb.com/hk/en/job/sales-account-manager-100003005942149,Degree,Middle,Base salary + high commission
Hotline Customer Service Representatives (12 – 14K),Mong Kok,https://hk.jobsdb.com/hk/en/job/hotline-customer-service-representatives-100003005964864,School Certificate,Entry Level,Salary negotiable
Business Development Manager (Legal Solutions),Wan Chai,https://hk.jobsdb.com/hk/en/job/business-development-manager-100003005964852,Degree,Middle,Salary provided
Sales Associate,Causeway Bay,https://hk.jobsdb.com/hk/en/job/sales-associate-100003005964859,null,Entry Level,Salary negotiable
Salesperson,Wong Tai Sin Area,https://hk.jobsdb.com/hk/en/job/salesperson-100003005964846,Matriculated,Entry Level,Salary negotiable
Fashion Advisor,Location not specified,https://hk.jobsdb.com/hk/en/job/fashion-advisor-100003005964851,Matriculated,Entry Level,Salary provided
Fashion Advisor (Part Time),Location not specified,https://hk.jobsdb.com/hk/en/job/fashion-advisor-100003005964845,Matriculated,Entry Level,Salary provided
Sales Administration Officer,Kowloon Bay,https://hk.jobsdb.com/hk/en/job/sales-administration-officer-100003005964837,Non-Degree Tertiary,Entry Level,Salary provided
Sales Coordinator,Sheung Wan,https://hk.jobsdb.com/hk/en/job/sales-coordinator-100003005943587,School Certificate,Entry Level,Salary negotiable
Sales Executive,Aberdeen,https://hk.jobsdb.com/hk/en/job/sales-executive-100003005964824,Non-Degree Tertiary,Middle level,Salary negotiable
禮賓部 - 顧客服務員 (Ref:DFS223111),Causeway Bay,https://hk.jobsdb.com/hk/en/job/%e7%a6%ae%e8%b3%93%e9%83%a8-%e9%a1%a7%e5%ae%a2%e6%9c%8d%e5%8b%99%e5%93%a1-100003005964816,null,"Full Time, Permanent",Salary negotiable
Assistant Officer – Client Servicing,Sheung Wan,https://hk.jobsdb.com/hk/en/job/assistant-officer-client-servicing-100003005964810,Non-Degree Tertiary,Entry Level,Salary negotiable
Customer Services Officer (Over-Night Shift),Sheung Wan,https://hk.jobsdb.com/hk/en/job/customer-services-officer-100003005964795,Matriculated,Entry Level,Salary negotiable
Customer Service Officer,Sheung Wan,https://hk.jobsdb.com/hk/en/job/customer-service-officer-100003005964793,Non-Degree Tertiary,Middle,Salary negotiable
Sales & Marketing Executive SME0308,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/sales-marketing-executive-sme0308-100003005964785,Non-Degree Tertiary,Entry Level,Salary provided
PINKO - Sales Associate/Senior sales  (Full time / Part Time),Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/pinko-sales-associate-senior-sales-100003005964782,School Certificate,Entry Level,Salary negotiable
Customer Services Officer,Kwun Tong Area,https://hk.jobsdb.com/hk/en/job/customer-services-officer-100003005964769,Degree,Middle,Salary provided
Sales Asociate(STUDIOUS HONG KONG/ UNITED TOKYO HONG KONG),Causeway Bay,https://hk.jobsdb.com/hk/en/job/sales-asociate-100003005964760,(N/A),Entry Level,"HK$17,000 - 25,000 /month (negotiable)"
"Sales Manager - Bespoke Kitchen Cabinets, Furniture & Interior Surfaces",North Point,https://hk.jobsdb.com/hk/en/job/sales-manager-bespoke-kitchen-cabinets-furniture-interior-surfaces-100003005964737,Matriculated,Middle,Salary provided
B2B Client Relationship Officer - Mon-Fri 9am-6pm,Location not specified,https://hk.jobsdb.com/hk/en/job/b2b-client-relationship-officer-100003005964735,Degree,Middle level,Salary negotiable
Japanese Speaking Sales Officer – Manufacturing (Fresh welcomed/ Kwun Tong/ ~17k),Kwun Tong Area,https://hk.jobsdb.com/hk/en/job/sales-officer-manufacturing-100003005964730,null,Entry Level,Base salary + high commission
Tele-Fundraising Specialist (5-Day Work/No Cold Call/Welcome Fresh Graduate),North Point,https://hk.jobsdb.com/hk/en/job/tele-fundraising-specialist-100003005964713,null,Full Time,Salary negotiable
General Clerk,Shatin Area,https://hk.jobsdb.com/hk/en/job/general-clerk-100003005964672,null,Full Time,Salary negotiable
Sales Assistant (for a jewelry company),Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/sales-assistant-100003005960696,School Certificate,Entry Level,Salary provided
Senior Manager (Employee Benefits),Eastern Area,https://hk.jobsdb.com/hk/en/job/senior-manager-100003005964698,Degree,Middle level,Salary negotiable
Assistant Account Manager / Senior Account Executive - Construction,Eastern Area,https://hk.jobsdb.com/hk/en/job/assistant-account-manager-senior-account-executive-construction-100003005964699,Degree,Entry Level,Salary negotiable
Business Development Manager - Hotels - APAC,Sheung Wan,https://hk.jobsdb.com/hk/en/job/business-development-manager-hotels-apac-100003005964695,null,Full Time,Base salary + high commission
Business Development Mgr (BDM) – Membership Partnerships - APAC,Sheung Wan,https://hk.jobsdb.com/hk/en/job/business-development-mgr-membership-partnerships-apac-100003005964690,null,Full Time,Base salary + high commission
"Account Manager , Sales",Kwai Hing,https://hk.jobsdb.com/hk/en/job/account-manager-sales-100003005964639,Non-Degree Tertiary,Middle,"HK$17,000 - 30,000 /month (includes high commission)"
Project Coordinator,Location not specified,https://hk.jobsdb.com/hk/en/job/project-coordinator-100003005964361,Degree,Entry Level,Salary negotiable
Sales Administrator (Frozen Meat),Kwai Tsing Area,https://hk.jobsdb.com/hk/en/job/sales-administrator-100003005964684,Non-Degree Tertiary,Entry Level,Salary negotiable
Banking Trainee (3 months contract),Others,https://hk.jobsdb.com/hk/en/job/banking-trainee-100003005964682,Non-Degree Tertiary,Entry Level,Salary negotiable
Sommelier – Retail Store,Airport Area,https://hk.jobsdb.com/hk/en/job/sommelier-retail-store-100003005964678,Postgraduate,Middle level,Salary provided
Operations Officer (Head Office Position),Tin Hau,https://hk.jobsdb.com/hk/en/job/operations-officer-100003005964654,Matriculated,Entry Level,Salary negotiable
Customer Service Officer,Mong Kok,https://hk.jobsdb.com/hk/en/job/customer-service-officer-100003005964659,Matriculated,Entry Level,Salary negotiable
Senior Sales Manager - Enterprise Solutions,Location not specified,https://hk.jobsdb.com/hk/en/job/senior-sales-manager-enterprise-solutions-100003005964655,Degree,Senior level,Base salary + high commission
Sales Manager - Enterprise Solutions,Location not specified,https://hk.jobsdb.com/hk/en/job/sales-manager-enterprise-solutions-100003005964647,Degree,Middle level,Base salary + high commission
Order Admin Coordinator,Tsing Yi,https://hk.jobsdb.com/hk/en/job/order-admin-coordinator-100003005964645,Matriculated,Entry Level,Salary provided
Sales Executive/Account Manager,Kwun Tong,https://hk.jobsdb.com/hk/en/job/sales-executive-account-manager-100003005964644,Non-Degree Tertiary,Entry Level,Base salary + high commission
Operation Officer  (Fresh Graduates Welcome),Mong Kok,https://hk.jobsdb.com/hk/en/job/operation-officer-100003005964638,Matriculated,Entry Level,Salary negotiable
Account Manager / Sales Executive,Location not specified,https://hk.jobsdb.com/hk/en/job/account-manager-sales-executive-100003005964625,Non-Degree Tertiary,Middle,Salary negotiable
Pre-Sales Consultant - Microsoft Windows Solutions,Sham Shui Po Area,https://hk.jobsdb.com/hk/en/job/pre-sales-consultant-microsoft-windows-solutions-100003005964624,Non-Degree Tertiary,Middle,Salary provided
Assistant Wholesale Manager / Senior Wholesale Executive,Kwai Fong,https://hk.jobsdb.com/hk/en/job/assistant-wholesale-manager-senior-wholesale-executive-100003005964623,null,Full Time,Base salary + high commission
"Commercial Finance Controller, Travel Retail Asia Pacific (Commercial Analyst)",Wan Chai,https://hk.jobsdb.com/hk/en/job/commercial-finance-controller-travel-retail-asia-pacific-100003005964621,null,null,Salary provided
Product Assistant,Kowloon Bay,https://hk.jobsdb.com/hk/en/job/product-assistant-100003005964613,Non-Degree Tertiary,Entry Level,"HK$11,000 - 14,000 /month (negotiable)"
Sales Executive,Shatin Area,https://hk.jobsdb.com/hk/en/job/sales-executive-100003005964608,Degree,Entry Level,Salary provided
New Business Development - PLM,Location not specified,https://hk.jobsdb.com/hk/en/job/new-business-development-plm-100003005956452,Degree,Senior,Salary negotiable
Customer Service Representative - Medical MNC,Location not specified,https://hk.jobsdb.com/hk/en/job/customer-service-representative-medical-mnc-100003005964604,Degree,Middle level,Salary negotiable
Shop Administrator (Cashier),Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/shop-administrator-100003005964602,School Certificate,Entry Level,Salary provided
Business Development Manager/ Director (China High Net Worth),Central & Western Area,https://hk.jobsdb.com/hk/en/job/business-development-manager-director-100003005964601,Non-Degree Tertiary,Senior,Salary negotiable
"Customer Service Advisor (Insurance Hotline), Salary: HK$14,000-15,000/mth+staff benefit)",Wong Tai Sin Area,https://hk.jobsdb.com/hk/en/job/customer-service-advisor-staff-benefit-100003005964595,School Certificate,Entry Level,Salary provided
Leasing Officer (Retail or Commercial),Wan Chai,https://hk.jobsdb.com/hk/en/job/leasing-officer-100003005964588,Matriculated,Entry Level,null
Sales & Marketing Assistant (VTE219/J36),Tai Po Area,https://hk.jobsdb.com/hk/en/job/sales-marketing-assistant-100003005964573,Non-Degree Tertiary,Entry Level,Salary provided
Client Relationship Officer(15-22k) 5 days work/ IANG welcome,Central & Western Area,https://hk.jobsdb.com/hk/en/job/client-relationship-officer-100003005964580,School Certificate,Middle,Salary provided
"財富管理實習生 Summer Internship / Winter Internship, Wealth Management / Management Trainee",Causeway Bay,https://hk.jobsdb.com/hk/en/job/%e8%b2%a1%e5%af%8c%e7%ae%a1%e7%90%86%e5%af%a6%e7%bf%92%e7%94%9f-summer-internship-winter-internship-wealth-management-management-trainee-100003005964557,Non-Degree Tertiary,Entry Level,Salary negotiable
Store Manager,Central,https://hk.jobsdb.com/hk/en/job/store-manager-100003005964548,Non-Degree Tertiary,Middle,Base salary + high commission
Sales Consultant (Full Time),Location not specified,https://hk.jobsdb.com/hk/en/job/sales-consultant-100003005964544,Matriculated,Entry Level,Base salary + high commission
Customer Service Agent (IT),Kwun Tong Area,https://hk.jobsdb.com/hk/en/job/customer-service-agent-100003005964540,School Certificate,Entry Level,Salary negotiable
CONCIERGE ( Ho Man Tin District ),Location not specified,https://hk.jobsdb.com/hk/en/job/concierge-100003005964537,School Certificate,Entry Level,Salary provided
CUSTOMER SERVICES OFFICER,Location not specified,https://hk.jobsdb.com/hk/en/job/customer-services-officer-100003005964533,Degree,Entry Level,null
Senior Consultant 高級營業顧問,Location not specified,https://hk.jobsdb.com/hk/en/job/senior-consultant-%e9%ab%98%e7%b4%9a%e7%87%9f%e6%a5%ad%e9%a1%a7%e5%95%8f-100003005963095,null,null,Salary provided
全職售貨員/ 兼職售貨員,Location not specified,https://hk.jobsdb.com/hk/en/job/%e5%85%a8%e8%81%b7%e5%94%ae%e8%b2%a8%e5%93%a1-%e5%85%bc%e8%81%b7%e5%94%ae%e8%b2%a8%e5%93%a1-100003005964393,School Certificate,Entry Level,Salary negotiable
Japanese Speaking CS Officer - Electronics Trading (Kowloon Bay/ Up to 25K),Kowloon Bay,https://hk.jobsdb.com/hk/en/job/cs-officer-electronics-trading-100003005964269,Degree,Entry Level,"HK$20,000 - 25,000 /month (negotiable)"
SALES EXECUTIVE,Kwun Tong,https://hk.jobsdb.com/hk/en/job/sales-executive-100003005964502,null,Entry Level,Salary provided
"Sales Consultant - Bespoke Kitchen Cabinets, Furniture & Interior Surfaces",North Point,https://hk.jobsdb.com/hk/en/job/sales-consultant-bespoke-kitchen-cabinets-furniture-interior-surfaces-100003005964497,Matriculated,Entry Level,Salary negotiable
"Assistant Manager, Partnership Excellence",Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/assistant-manager-partnership-excellence-100003005964492,Degree,Middle level,Salary negotiable
Sales/ Design Consultant,Causeway Bay,https://hk.jobsdb.com/hk/en/job/sales-design-consultant-100003005964487,Non-Degree Tertiary,Entry Level,Salary negotiable
Store Manager,Causeway Bay,https://hk.jobsdb.com/hk/en/job/store-manager-100003005964485,Non-Degree Tertiary,Middle,Salary negotiable
Product Manager - Ocean Customer Solutions (REF: JD/OCN/032/180308),Kowloon Bay,https://hk.jobsdb.com/hk/en/job/product-manager-ocean-customer-solutions-100003005964472,Degree,Middle,Salary negotiable
Sales Operations Officer,Ngau Tau Kok,https://hk.jobsdb.com/hk/en/job/sales-operations-officer-100003005964394,Non-Degree Tertiary,Entry Level,Salary provided
School Driver 招聘全職 / 兼職精品售貨員,Location not specified,https://hk.jobsdb.com/hk/en/job/school-driver-%e5%85%a8%e8%81%b7-%e5%85%bc%e8%81%b7%e7%b2%be%e5%93%81%e5%94%ae%e8%b2%a8%e5%93%a1-100003005964459,(N/A),"Full Time, Part Time",Salary provided
Accounting Executive,Sheung Wan,https://hk.jobsdb.com/hk/en/job/accounting-executive-100003005964387,Non-Degree Tertiary,Entry Level,Salary negotiable
Fashion Customer Care - Luxury Fashion E-commerce Platform,Location not specified,https://hk.jobsdb.com/hk/en/job/fashion-customer-care-luxury-fashion-e-commerce-platform-100003005964405,Degree,Entry Level,Salary negotiable
Customer Service Officer & Sales Assistant - Electronic (Hung Hom/ Welcome less experience),Hung Hom,https://hk.jobsdb.com/hk/en/job/customer-service-officer-sales-assistant-electronic-100003005964332,Non-Degree Tertiary,Entry Level,Salary provided
Customer Service - VIP Service (Welcome Hotel Front Desk),Location not specified,https://hk.jobsdb.com/hk/en/job/customer-service-vip-service-100003005964402,Degree,Entry Level,Salary negotiable
Account Manager,Lai Chi Kok,https://hk.jobsdb.com/hk/en/job/account-manager-100003005964400,Non-Degree Tertiary,Middle,Base salary + high commission
Telesales,Lai Chi Kok,https://hk.jobsdb.com/hk/en/job/telesales-100003005964401,Non-Degree Tertiary,Middle,Salary provided
Customer Service Officer[16-20K/ 5day job/Valuable career experience/ FRESH graduate is WELCOME!],Tsuen Wan Area,https://hk.jobsdb.com/hk/en/job/customer-service-officer-100003005964398,Non-Degree Tertiary,Entry Level,Salary provided
Waiter and Waitress 侍應,Tsuen Wan Area,https://hk.jobsdb.com/hk/en/job/waiter-and-waitress-%e4%be%8d%e6%87%89-100003005964350,null,Entry Level,Salary negotiable
Regional Training Supevisor,Quarry Bay,https://hk.jobsdb.com/hk/en/job/regional-training-supevisor-100003005964336,Degree,Middle,Salary negotiable
Sales & Marketing Officer,Wan Chai Area,https://hk.jobsdb.com/hk/en/job/sales-marketing-officer-100003005964377,Degree,Middle,Salary provided
營業代表,Kwun Tong,https://hk.jobsdb.com/hk/en/job/%e7%87%9f%e6%a5%ad%e4%bb%a3%e8%a1%a8-100003005964355,Non-Degree Tertiary,Middle level,Salary negotiable
Key Account Coordinator,Chai Wan,https://hk.jobsdb.com/hk/en/job/key-account-coordinator-100003005964334,Degree,Entry Level,Salary negotiable
Sales Assistant,Tsuen Wan Area,https://hk.jobsdb.com/hk/en/job/sales-assistant-100003005964356,Degree,Entry Level,Salary provided
"Customer Service Officer - Travel App, Mandarin speaker",Location not specified,https://hk.jobsdb.com/hk/en/job/customer-service-officer-travel-app-100003005964359,Degree,Entry Level,Salary negotiable
Customer Service Officer/ Assistant (Shopping Mall),Kwun Tong Area,https://hk.jobsdb.com/hk/en/job/customer-service-officer-assistant-100003005964354,Form 3,Entry Level,"HK$11,000 - 17,000 /month"
VIP Concierge - New Premium Shopping Mall,Location not specified,https://hk.jobsdb.com/hk/en/job/vip-concierge-new-premium-shopping-mall-100003005964349,Degree,Entry Level,Salary negotiable
Corporate Sales Executive,Others,https://hk.jobsdb.com/hk/en/job/corporate-sales-executive-100003005959881,Degree,Entry Level,Salary provided
Key Account Executive - FMCG,Aberdeen,https://hk.jobsdb.com/hk/en/job/key-account-executive-fmcg-100003005964342,Degree,Entry Level,Salary provided
"Concierge, VIP Lounge - Welcome Flight Attendants",Location not specified,https://hk.jobsdb.com/hk/en/job/concierge-vip-lounge-welcome-flight-attendants-100003005964328,Degree,Entry Level,Salary negotiable
Customer Service Ambassador (Part-time),Wan Chai,https://hk.jobsdb.com/hk/en/job/customer-service-ambassador-100003005964327,null,"Part Time, Temporary",Salary provided
Key Account Manager / Asst. Account Manager,Chai Wan,https://hk.jobsdb.com/hk/en/job/key-account-manager-asst-account-manager-100003005964316,Degree,Middle,Salary negotiable
Business Development Assistant,Central,https://hk.jobsdb.com/hk/en/job/business-development-assistant-100003005964309,Degree,Full Time,Salary negotiable
理財策劃主任,Kwun Tong,https://hk.jobsdb.com/hk/en/job/%e7%90%86%e8%b2%a1%e7%ad%96%e5%8a%83%e4%b8%bb%e4%bb%bb-100003005964306,School Certificate,Full Time,Salary negotiable
Store Manager,Location not specified,https://hk.jobsdb.com/hk/en/job/store-manager-100003005964304,School Certificate,Middle,Salary provided
Sales Executive/ Account Executive/ Account Manager (B2B) (Ref.No.: JB0001798),Location not specified,https://hk.jobsdb.com/hk/en/job/sales-executive-account-executive-account-manager-100003005964297,School Certificate,Entry Level,Salary provided
Luxury Fashion Stock Assistant 高級零售品牌倉務員 (Tsim Sha Tsui),Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/luxury-fashion-stock-assistant-%e9%ab%98%e7%b4%9a%e9%9b%b6%e5%94%ae%e5%93%81%e7%89%8c%e5%80%89%e5%8b%99%e5%93%a1-100003005964292,School Certificate,Entry Level,Salary provided
Senior Sales/ Sales Associate - Luxury Fashion & Accessories,Central & Western Area,https://hk.jobsdb.com/hk/en/job/senior-sales-sales-associate-luxury-fashion-accessories-100003005964293,School Certificate,Entry Level,Base salary + high commission
Senior Sales/ Sales Associate - Luxury Watch & Jewelry (Premium Locations),Central & Western Area,https://hk.jobsdb.com/hk/en/job/senior-sales-sales-associate-luxury-watch-jewelry-100003005964294,School Certificate,Entry Level,Salary provided
Sales Associate/ Senior Sales Associate,Location not specified,https://hk.jobsdb.com/hk/en/job/sales-associate-senior-sales-associate-100003005964289,School Certificate,Entry Level,"HK$20,000 - 25,000 /month (includes high commission)"
Business Support Executive ($20-28K),Central,https://hk.jobsdb.com/hk/en/job/business-support-executive-100003005964271,Degree,Senior level,"HK$20,000 - 30,000 /month (negotiable)"
辦公室文員 (Data Entry Clerk) - 一般文職及資料輸入工作 / 無須外出 / 良好發展,Quarry Bay,https://hk.jobsdb.com/hk/en/job/%e8%be%a6%e5%85%ac%e5%ae%a4%e6%96%87%e5%93%a1-%e4%b8%80%e8%88%ac%e6%96%87%e8%81%b7%e5%8f%8a%e8%b3%87%e6%96%99%e8%bc%b8%e5%85%a5%e5%b7%a5%e4%bd%9c-%e7%84%a1%e9%a0%88%e5%a4%96%e5%87%ba-%e8%89%af%e5%a5%bd%e7%99%bc%e5%b1%95-100003005964250,School Certificate,Entry Level,Salary provided
SUPERVISOR/ASSISTANT SUPERVISOR/SENIOR SALES/SALES/PART TIME SALES,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/supervisor-assistant-supervisor-senior-sales-sales-part-time-sales-100003005964231,School Certificate,Entry Level,Salary negotiable
Mandarin Speaking PRC Relationship Manager ( 20k+ Fresh graduates/ IANG Welcome ) China Team,Quarry Bay,https://hk.jobsdb.com/hk/en/job/prc-relationship-manager-china-team-100003005964230,Degree,Entry Level,Base salary + high commission
Sales & Marketing Manager (Real Estate),Central & Western Area,https://hk.jobsdb.com/hk/en/job/sales-marketing-manager-100003005964223,Degree,Middle,Salary provided
Customer Service Representative (5 days work),Tsuen Wan Area,https://hk.jobsdb.com/hk/en/job/customer-service-representative-100003005964222,Matriculated,Entry Level,Salary provided
Shop Sales / Senior Sales,Central,https://hk.jobsdb.com/hk/en/job/shop-sales-senior-sales-100003005964214,School Certificate,Entry Level,"HK$14,000 - 20,000 /month (includes high commission)"
美容保健培訓導師,Kwai Hing,https://hk.jobsdb.com/hk/en/job/%e7%be%8e%e5%ae%b9%e4%bf%9d%e5%81%a5%e5%9f%b9%e8%a8%93%e5%b0%8e%e5%b8%ab-100003005964212,School Certificate,Entry Level,Salary negotiable
Beauty care salesperson,Kwai Hing,https://hk.jobsdb.com/hk/en/job/beauty-care-salesperson-100003005964211,School Certificate,Entry Level,Salary negotiable
銷售副經理/銷售主任(罐頭及糧油食品),Location not specified,https://hk.jobsdb.com/hk/en/job/%e9%8a%b7%e5%94%ae%e5%89%af%e7%b6%93%e7%90%86-%e9%8a%b7%e5%94%ae%e4%b8%bb%e4%bb%bb-100003005964199,School Certificate,Middle level,Base salary + high commission
