Brand Executive / Brand Coordinator,Causeway Bay,https://hk.jobsdb.com/hk/en/job/brand-executive-brand-coordinator-100003005939667,Degree,Middle,Salary provided
Guest Service Officer (Ref: P18022),Location not specified,https://hk.jobsdb.com/hk/en/job/guest-service-officer-100003006003690,School Certificate,Entry Level,null
Store Trainee Manager,Location not specified,https://hk.jobsdb.com/hk/en/job/store-trainee-manager-100003005964521,Non-Degree Tertiary,Entry Level,null
Train Captain-Light Rail (Ref: M18160),Location not specified,https://hk.jobsdb.com/hk/en/job/train-captain-light-rail-100003006003767,School Certificate,Entry Level,null
Customer Service Rapid Response Unit Officer (Ref: M18237),Location not specified,https://hk.jobsdb.com/hk/en/job/customer-service-rapid-response-unit-officer-100003006003760,School Certificate,Entry Level,null
Sales Executive,North Point,https://hk.jobsdb.com/hk/en/job/sales-executive-100003006001105,Matriculated,Entry Level,Salary negotiable
Donor Care Assistant (Part-time),Location not specified,https://hk.jobsdb.com/hk/en/job/donor-care-assistant-100003006005093,School Certificate,Entry Level,Salary negotiable
"Business Intelligence, Data Strategy & Analytics Officer (2-Year Contract)",Sham Shui Po,https://hk.jobsdb.com/hk/en/job/business-intelligence-data-strategy-analytics-officer-100003006003166,null,Contract,Salary negotiable
Sales Associate 店舖售貨員 (Full Time),Location not specified,https://hk.jobsdb.com/hk/en/job/sales-associate-%e5%ba%97%e8%88%96%e5%94%ae%e8%b2%a8%e5%93%a1-100003005990291,School Certificate,Entry Level,Salary negotiable
全職 / 兼職售貨員,Others,https://hk.jobsdb.com/hk/en/job/%e5%85%a8%e8%81%b7-%e5%85%bc%e8%81%b7%e5%94%ae%e8%b2%a8%e5%93%a1-100003005991161,School Certificate,Entry Level,Salary negotiable
Maje - Sales Associate,Location not specified,https://hk.jobsdb.com/hk/en/job/maje-sales-associate-100003006000995,School Certificate,Entry Level,Salary provided
Sales (銷售員),Causeway Bay,https://hk.jobsdb.com/hk/en/job/sales-100003005988514,School Certificate,Entry Level,"HK$14,000 - 30,000 /month (includes high commission)"
售貨員 Retail Shop Sales,Kwun Tong Area,https://hk.jobsdb.com/hk/en/job/%e5%94%ae%e8%b2%a8%e5%93%a1-retail-shop-sales-100003005989408,null,Entry Level,"HK$11,000 - 14,000 /month (negotiable)"
文員 CLERK,North Point,https://hk.jobsdb.com/hk/en/job/%e6%96%87%e5%93%a1-clerk-100003005989414,School Certificate,Entry Level,Salary negotiable
ASSISTANT MERCHANDISER,Causeway Bay,https://hk.jobsdb.com/hk/en/job/assistant-merchandiser-100003005989837,Degree,Middle level,Salary negotiable
The Kooples - 店舖經理/高級店務員/店務員,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/the-kooples-%e5%ba%97%e8%88%96%e7%b6%93%e7%90%86-%e9%ab%98%e7%b4%9a%e5%ba%97%e5%8b%99%e5%93%a1-%e5%ba%97%e5%8b%99%e5%93%a1-100003005983148,null,"Full Time, Part Time, Permanent",null
經驗美容顧問,Yau Tsim Mong Area,https://hk.jobsdb.com/hk/en/job/%e7%b6%93%e9%a9%97%e7%be%8e%e5%ae%b9%e9%a1%a7%e5%95%8f-100003005986733,School Certificate,Entry Level,Salary negotiable
Beauty Receptionist 美容院接持員,Kowloon Bay,https://hk.jobsdb.com/hk/en/job/beauty-receptionist-%e7%be%8e%e5%ae%b9%e9%99%a2%e6%8e%a5%e6%8c%81%e5%93%a1-100003005986742,School Certificate,Entry Level,Salary negotiable
經驗美容纖體治療師,Location not specified,https://hk.jobsdb.com/hk/en/job/%e7%b6%93%e9%a9%97%e7%be%8e%e5%ae%b9%e7%ba%96%e9%ab%94%e6%b2%bb%e7%99%82%e5%b8%ab-100003005986820,Form 3,Entry Level,Salary provided
按摩師/經驗按摩師,Tsuen Wan Area,https://hk.jobsdb.com/hk/en/job/%e6%8c%89%e6%91%a9%e5%b8%ab-%e7%b6%93%e9%a9%97%e6%8c%89%e6%91%a9%e5%b8%ab-100003005988006,null,null,Salary negotiable
助理零售經理 Assistant Retail Sales Manager,Location not specified,https://hk.jobsdb.com/hk/en/job/%e5%8a%a9%e7%90%86%e9%9b%b6%e5%94%ae%e7%b6%93%e7%90%86-assistant-retail-sales-manager-100003005988205,Non-Degree Tertiary,Entry Level,Salary negotiable
Retail Sales Associate a.k.a Intimate Stylist (FT: HK$13K-16K / PT: HK$70/hr),Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/retail-sales-associate-aka-intimate-stylist-100003006005736,null,null,"HK$11,000 - 17,000 /month (negotiable)"
Shop Senior/Sales Represnetative,Mong Kok,https://hk.jobsdb.com/hk/en/job/shop-senior-sales-represnetative-100003006005735,School Certificate,Middle,Salary negotiable
Wealth Management Manager 财富管理经理,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/wealth-management-manager-%e8%b4%a2%e5%af%8c%e7%ae%a1%e7%90%86%e7%bb%8f%e7%90%86-100003006005733,Degree,Entry Level,"HK$25,000 - 70,000 /month (includes high commission)"
Administrative Assistant (Learning Center) 行政助理（教育中心）,Shatin Area,https://hk.jobsdb.com/hk/en/job/administrative-assistant-%e8%a1%8c%e6%94%bf%e5%8a%a9%e7%90%86-100003006005723,Non-Degree Tertiary,Entry Level,Salary provided
Sales Executive / Sales Executive – Toys / Jewelry / Watch / Optical,Others,https://hk.jobsdb.com/hk/en/job/sales-executive-sales-executive-toys-jewelry-watch-optical-100003006005719,Matriculated,"Full Time, Permanent",Salary provided
"Assistant Manager / Senior Specialist, Visual Merchandising",Kwun Tong,https://hk.jobsdb.com/hk/en/job/assistant-manager-senior-specialist-visual-merchandising-100003006005718,Non-Degree Tertiary,Middle level,Salary negotiable
"招聘日 - (高級)零售專才 (Senior) Team Associate - 即場面試, 無須預約",Location not specified,https://hk.jobsdb.com/hk/en/job/%e6%8b%9b%e8%81%98%e6%97%a5-%e9%9b%b6%e5%94%ae%e5%b0%88%e6%89%8d-team-associate-%e5%8d%b3%e5%a0%b4%e9%9d%a2%e8%a9%a6-%e7%84%a1%e9%a0%88%e9%a0%90%e7%b4%84-100003006005709,School Certificate,Entry Level,null
RETAIL SALES ASSOCIATE (BASIC SALARY HK$13K+),Central,https://hk.jobsdb.com/hk/en/job/retail-sales-associate-100003006005708,School Certificate,Entry Level,Salary provided
Medical Product Specialist/ Executive (5 days work),Wong Tai Sin Area,https://hk.jobsdb.com/hk/en/job/medical-product-specialist-executive-100003006005667,Non-Degree Tertiary,Entry Level,Salary negotiable
寵物用品售貨員,Tuen Mun Area,https://hk.jobsdb.com/hk/en/job/%e5%af%b5%e7%89%a9%e7%94%a8%e5%93%81%e5%94%ae%e8%b2%a8%e5%93%a1-100003006005652,(N/A),Entry Level,"HK$8,000 - 14,000 /month (includes high commission)"
Telesales / Telemarketer,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/telesales-telemarketer-100003006005653,(N/A),Middle,Salary provided
Customer Services Representative,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/customer-services-representative-100003006005651,Non-Degree Tertiary,Entry Level,Salary negotiable
銷售主任 Direct Sales Executive,Location not specified,https://hk.jobsdb.com/hk/en/job/%e9%8a%b7%e5%94%ae%e4%b8%bb%e4%bb%bb-direct-sales-executive-100003006005649,(N/A),Entry Level,null
Account Services Executive – Premium Corporate,Kwai Hing,https://hk.jobsdb.com/hk/en/job/account-services-executive-premium-corporate-100003006005650,Degree,Entry Level,Salary negotiable
Corporate Account Manager – Mobile Business,Kwai Hing,https://hk.jobsdb.com/hk/en/job/corporate-account-manager-mobile-business-100003006005646,Matriculated,Entry Level,null
Account Manager – Enterprise Sales,Kwai Hing,https://hk.jobsdb.com/hk/en/job/account-manager-enterprise-sales-100003006005647,School Certificate,Entry Level,null
全職／兼職客戶服務助理,Mong Kok,https://hk.jobsdb.com/hk/en/job/%e5%85%a8%e8%81%b7-%e5%85%bc%e8%81%b7%e5%ae%a2%e6%88%b6%e6%9c%8d%e5%8b%99%e5%8a%a9%e7%90%86-100003006005613,School Certificate,Middle,Salary negotiable
Customer Care Supervisor - Luxury Fashion E-commerce Platform,Location not specified,https://hk.jobsdb.com/hk/en/job/customer-care-supervisor-luxury-fashion-e-commerce-platform-100003006005626,Degree,Middle level,Salary negotiable
Sales Manager (Digital Media Advertising),Hung Hom,https://hk.jobsdb.com/hk/en/job/sales-manager-100003006005624,Degree,Middle,Salary negotiable
"Sales Engineer / Project Engineer / Project Manager (Electronics) -  5 days, Double pay",Location not specified,https://hk.jobsdb.com/hk/en/job/sales-engineer-project-engineer-project-manager-100003006005623,Non-Degree Tertiary,Middle,Salary provided
"Key Account Associate Manager/ Manager, I&I",Quarry Bay,https://hk.jobsdb.com/hk/en/job/key-account-associate-manager-manager-i-and-i-100003006005609,Degree,Middle,Salary negotiable
"Product Specialist/ Senior Product Specialist, Eliquis (12-Months Contract)",Quarry Bay,https://hk.jobsdb.com/hk/en/job/product-specialist-senior-product-specialist-eliquis-100003006005599,Degree,Entry Level,Salary negotiable
Director of Revenue Management,Mong Kok,https://hk.jobsdb.com/hk/en/job/director-of-revenue-management-100003006005596,Degree,Senior level,Salary provided
Bid and Project Officer,Yau Tsim Mong Area,https://hk.jobsdb.com/hk/en/job/bid-and-project-officer-100003006005585,Degree,Middle level,Salary negotiable
Assistant Buyer / Buying Assistant,Kwai Fong,https://hk.jobsdb.com/hk/en/job/assistant-buyer-buying-assistant-100003006005583,Degree,Entry Level,Salary negotiable
Sales Engineer / Project Sales Manager,Yau Tsim Mong Area,https://hk.jobsdb.com/hk/en/job/sales-engineer-project-sales-manager-100003006005561,Degree,Middle level,"HK$17,000 - 30,000 /month (negotiable)"
"奢侈品服裝,鐘錶品牌 Sales Associate 售貨員/ Senior Sales 高級售貨員 (17-22K)",Location not specified,https://hk.jobsdb.com/hk/en/job/%e5%a5%a2%e4%be%88%e5%93%81%e6%9c%8d%e8%a3%9d-%e9%90%98%e9%8c%b6%e5%93%81%e7%89%8c-sales-associate-%e5%94%ae%e8%b2%a8%e5%93%a1-senior-sales-%e9%ab%98%e7%b4%9a%e5%94%ae%e8%b2%a8%e5%93%a1-100003006005558,Form 3,Entry Level,Base salary + high commission
Customer Care Officer 客 戶 服 務 主 任 ( 旅 遊 服 務 大 使 ) 14-16K 5 Days Work,Location not specified,https://hk.jobsdb.com/hk/en/job/customer-care-officer-%e5%ae%a2-%e6%88%b6-%e6%9c%8d-%e5%8b%99-%e4%b8%bb-%e4%bb%bb-100003006005556,Matriculated,Entry Level,"HK$14,000 - 17,000 /month"
Sales Manager - Electronic Component,Location not specified,https://hk.jobsdb.com/hk/en/job/sales-manager-electronic-component-100003006005553,Degree,Middle level,"HK$30,000 - 35,000 /month (includes high commission)"
Customer Service Officer / Supervisor,Location not specified,https://hk.jobsdb.com/hk/en/job/customer-service-officer-supervisor-100003006005541,School Certificate,Entry Level,Salary negotiable
銀行貸款推廣主任 (無上限佣金),Location not specified,https://hk.jobsdb.com/hk/en/job/%e9%8a%80%e8%a1%8c%e8%b2%b8%e6%ac%be%e6%8e%a8%e5%bb%a3%e4%b8%bb%e4%bb%bb-100003006005540,School Certificate,Entry Level,Base salary + high commission
Sales Support & Accounts Clerk,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/sales-support-accounts-clerk-100003006005538,School Certificate,Entry Level,Salary provided
Assistant Leasing Manager/Senior Leasing Officer,Central & Western Area,https://hk.jobsdb.com/hk/en/job/assistant-leasing-manager-senior-leasing-officer-100003006005537,null,Middle level,Salary provided
Business Development Manager (Logistics),Tsing Yi,https://hk.jobsdb.com/hk/en/job/business-development-manager-100003006005533,Degree,Middle,Salary provided
Assistant to Sales & Marketing Director,Sheung Wan,https://hk.jobsdb.com/hk/en/job/assistant-to-sales-marketing-director-100003006005518,Degree,Full Time,Salary negotiable
SALES ASSISTANT / SALES COORDINATOR,Tsuen Wan Area,https://hk.jobsdb.com/hk/en/job/sales-assistant-sales-coordinator-100003006005517,Matriculated,Entry Level,Salary negotiable
Sales & Service Engineers,Central,https://hk.jobsdb.com/hk/en/job/sales-service-engineers-100003006005509,Degree,Entry Level,Salary negotiable
Sales & Marketing Manager - Electronics (MNC),Location not specified,https://hk.jobsdb.com/hk/en/job/sales-marketing-manager-electronics-100003006005508,Degree,Senior level,"HK$45,000 - 55,000 /month (negotiable)"
Business Development Manager - Overseas Property,Kwun Tong,https://hk.jobsdb.com/hk/en/job/business-development-manager-overseas-property-100003006005487,null,"Full Time, Part Time",Base salary + high commission
Account Director,Central,https://hk.jobsdb.com/hk/en/job/account-director-100003006005501,Degree,Senior,Salary provided
Wealth Management Manager / 2018 Summer Internship,Location not specified,https://hk.jobsdb.com/hk/en/job/wealth-management-manager-2018-summer-internship-100003006005497,null,Entry Level,"HK$25,000 - 70,000 /month (includes high commission)"
Customer Service Manager,Location not specified,https://hk.jobsdb.com/hk/en/job/customer-service-manager-100003006005492,null,Full Time,Salary provided
Service Delivery Manager [Business Operational Process Optimization / Financial client],Tai Koo,https://hk.jobsdb.com/hk/en/job/service-delivery-manager-100003006005491,Degree,Middle level,Salary provided
Quality Assurance & Development Manager,Tsing Yi,https://hk.jobsdb.com/hk/en/job/quality-assurance-development-manager-100003006005490,Degree,Middle,Salary provided
Senior Merchandiser,Tsuen Wan Area,https://hk.jobsdb.com/hk/en/job/senior-merchandiser-100003006005472,School Certificate,"Full Time, Permanent",Salary negotiable
Sales and Marketing Manager – Educational Products,Location not specified,https://hk.jobsdb.com/hk/en/job/sales-and-marketing-manager-educational-products-100003006005457,null,Full Time,Salary provided
國際知名飾品品牌 Sales Associate 店務員/ Senior Sales 高級店務員 (14-16K),Location not specified,https://hk.jobsdb.com/hk/en/job/%e5%9c%8b%e9%9a%9b%e7%9f%a5%e5%90%8d%e9%a3%be%e5%93%81%e5%93%81%e7%89%8c-sales-associate-%e5%ba%97%e5%8b%99%e5%93%a1-senior-sales-%e9%ab%98%e7%b4%9a%e5%ba%97%e5%8b%99%e5%93%a1-100003006005433,Form 3,Entry Level,"HK$14,000 - 17,000 /month (includes high commission)"
Leasing Manager,Sheung Wan,https://hk.jobsdb.com/hk/en/job/leasing-manager-100003006005431,Degree,Middle level,Salary provided
Sales Assistant (Welcome less exp./ Fresh grad./ Admiralty),Admiralty,https://hk.jobsdb.com/hk/en/job/sales-assistant-100003006005427,null,null,Salary provided
Marketing Event Coordinator,Yau Tsim Mong Area,https://hk.jobsdb.com/hk/en/job/marketing-event-coordinator-100003006005415,Matriculated,Entry Level,Salary provided
Guest Relations Officer,Airport Area,https://hk.jobsdb.com/hk/en/job/guest-relations-officer-100003006005414,Non-Degree Tertiary,Middle level,Salary provided
Account Executive - Construction,Eastern Area,https://hk.jobsdb.com/hk/en/job/account-executive-construction-100003006005398,Degree,Entry Level,Salary negotiable
Technology Big Data - Account Manager,Central & Western Area,https://hk.jobsdb.com/hk/en/job/technology-big-data-account-manager-100003006005394,null,null,"HK$25,000 - 35,000 /month"
Associate Engagement Coordinator,Kowloon Bay,https://hk.jobsdb.com/hk/en/job/associate-engagement-coordinator-100003006001950,Degree,Entry Level,Salary negotiable
Channel Account Manager,Kowloon Bay,https://hk.jobsdb.com/hk/en/job/channel-account-manager-100003006005376,School Certificate,Middle,Base salary + high commission
Assistant Customer Service Officer (CCS-ACSO-MS),Lai Chi Kok,https://hk.jobsdb.com/hk/en/job/assistant-customer-service-officer-100003006005375,School Certificate,Entry Level,null
"Senior Sales Executive/Sales Executive (5 Day Work, Bonus, Medical, 10AL)",Location not specified,https://hk.jobsdb.com/hk/en/job/senior-sales-executive-sales-executive-100003006005371,null,"Full Time, Permanent",Salary provided
Retail Development Manager,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/retail-development-manager-100003006005360,Degree,Senior level,Salary provided
Japanese Speaking Sales Support ( Financial Service / Up to 18K / HK Island ),Sheung Wan,https://hk.jobsdb.com/hk/en/job/sales-support-100003006005347,Non-Degree Tertiary,Middle level,Salary provided
Senior Consultant / Supervisor,Location not specified,https://hk.jobsdb.com/hk/en/job/senior-consultant-supervisor-100003006005345,null,null,Salary provided
Business Relationship Manager,Location not specified,https://hk.jobsdb.com/hk/en/job/business-relationship-manager-100003006005340,Degree,Senior level,Salary negotiable
Inside Sales Executive,Kowloon Bay,https://hk.jobsdb.com/hk/en/job/inside-sales-executive-100003006005334,School Certificate,Entry Level,Salary negotiable
Product Executive,Kowloon Bay,https://hk.jobsdb.com/hk/en/job/product-executive-100003006005335,Matriculated,Entry Level,Salary negotiable
Customer Service Executive / Senior Customer Service Executive,Tin Hau,https://hk.jobsdb.com/hk/en/job/customer-service-executive-senior-customer-service-executive-100003006005330,Non-Degree Tertiary,Entry Level,Salary negotiable
Telecommunication - Sales Executive / Account Manager,Central & Western Area,https://hk.jobsdb.com/hk/en/job/telecommunication-sales-executive-account-manager-100003006005325,null,null,"HK$35,000 - 45,000 /month"
Centre Receptionist(Full-time/Part-time),Lai Chi Kok,https://hk.jobsdb.com/hk/en/job/centre-receptionist-100003006005322,School Certificate,Entry Level,Salary negotiable
Customer Service Ambassador [客戸服務大使] (Full / Part Time),Location not specified,https://hk.jobsdb.com/hk/en/job/customer-service-ambassador-100003006005277,School Certificate,Entry Level,Salary negotiable
Business Development Officer,Lai Chi Kok,https://hk.jobsdb.com/hk/en/job/business-development-officer-100003006005321,null,Middle level,"HK$17,000 - 20,000 /month (includes high commission)"
Senior Account Executive / Project Executive (Creative Digital Agency),North Point,https://hk.jobsdb.com/hk/en/job/senior-account-executive-project-executive-100003006005320,Non-Degree Tertiary,Middle,Salary negotiable
Account Manager / Business Manager,North Point,https://hk.jobsdb.com/hk/en/job/account-manager-business-manager-100003006005316,Non-Degree Tertiary,Middle,Salary negotiable
Online shop Assistant,Kwun Tong,https://hk.jobsdb.com/hk/en/job/online-shop-assistant-100003005971204,School Certificate,Middle,"HK$11,000 - 17,000 /month"
Senior Account Manager / Account Manager (IT&T),Location not specified,https://hk.jobsdb.com/hk/en/job/senior-account-manager-account-manager-100003006005298,Non-Degree Tertiary,Entry Level,Salary provided
Business Liaison Officer (业务联络主任) [Station in Beijing],Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/business-liaison-officer-100003006005222,Degree,Entry Level,Salary provided
Project Coordinator (eLearning) - Few posts - Ref. 1235,Quarry Bay,https://hk.jobsdb.com/hk/en/job/project-coordinator-100003006005293,Degree,Entry Level,Salary provided
Channel Sales Manager（Singapore）,Others,https://hk.jobsdb.com/hk/en/job/channel-sales-manager-100003006005283,Degree,Entry Level,Salary negotiable
Sales & Marketing Executive (5-day work),Kowloon Bay,https://hk.jobsdb.com/hk/en/job/sales-marketing-executive-100003006005282,Degree,Entry Level,Salary provided
Event Assistant/Event Officer,Kwun Tong,https://hk.jobsdb.com/hk/en/job/event-assistant-event-officer-100003006005274,Non-Degree Tertiary,Entry Level,Salary negotiable
浪漫統籌師(兼職),Location not specified,https://hk.jobsdb.com/hk/en/job/%e6%b5%aa%e6%bc%ab%e7%b5%b1%e7%b1%8c%e5%b8%ab-100003006005264,null,Entry Level,Salary provided
"Customer Relationship Exe (5 day work, 15-19k / IANG welcome",Central & Western Area,https://hk.jobsdb.com/hk/en/job/customer-relationship-exe-100003006005271,Matriculated,Middle,Salary provided
玩具模型店營運主任 (銷售) / Model & Toy Store Operation Officer (Sales),Causeway Bay,https://hk.jobsdb.com/hk/en/job/%e7%8e%a9%e5%85%b7%e6%a8%a1%e5%9e%8b%e5%ba%97%e7%87%9f%e9%81%8b%e4%b8%bb%e4%bb%bb-model-toy-store-operation-officer-100003006004225,null,Full Time,"HK$11,000 - 14,000 /month (negotiable)"
Leasing Executive,Sheung Wan,https://hk.jobsdb.com/hk/en/job/leasing-executive-100003006005265,Matriculated,Entry Level,Salary negotiable
Business Development Officer (Digital Communication) - Five day work,Shatin Area,https://hk.jobsdb.com/hk/en/job/business-development-officer-100003006005216,Degree,Middle,Salary negotiable
Team Leader - Leading FMCG Company,Kwun Tong Area,https://hk.jobsdb.com/hk/en/job/team-leader-leading-fmcg-company-100003006005247,Degree,Middle level,Salary negotiable
"Associate, Project Management",Central,https://hk.jobsdb.com/hk/en/job/associate-project-management-100003006005243,Degree,Entry Level,Salary negotiable
Corporate Development Manager,Lai Chi Kok,https://hk.jobsdb.com/hk/en/job/corporate-development-manager-100003006005242,Degree,Senior,Salary negotiable
Customer Services Officer – ELEMENTS,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/customer-services-officer-elements-100003006005236,School Certificate,Entry Level,"HK$14,000 - 17,000 /month"
eCommerce / Digital Manager (Luxury Retail) HKD 60K,Central & Western Area,https://hk.jobsdb.com/hk/en/job/ecommerce-digital-manager-100003006005234,Degree,Senior level,"HK$55,000 - 70,000 /month (negotiable)"
Recruitment Consultant,Location not specified,https://hk.jobsdb.com/hk/en/job/recruitment-consultant-100003006005233,Degree,Entry Level,Salary provided
Reporter (Features section of English newspaper),Tseung Kwan O,https://hk.jobsdb.com/hk/en/job/reporter-100003006005224,Degree,Entry Level,Salary negotiable
Japanese Speaking Merchandiser (Up to 20K with Double Pay and Bonus/ TST),Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/merchandiser-100003006005225,Non-Degree Tertiary,Entry Level,Salary provided
門市銷售經理 / 門市銷售員 /  - 手提電話/電訊服務 /產品,Quarry Bay,https://hk.jobsdb.com/hk/en/job/%e9%96%80%e5%b8%82%e9%8a%b7%e5%94%ae%e7%b6%93%e7%90%86-%e9%96%80%e5%b8%82%e9%8a%b7%e5%94%ae%e5%93%a1-%e6%89%8b%e6%8f%90%e9%9b%bb%e8%a9%b1-%e9%9b%bb%e8%a8%8a%e6%9c%8d%e5%8b%99-%e7%94%a2%e5%93%81-100003006005223,School Certificate,Entry Level,Salary provided
SALES DEVELOPER,Central,https://hk.jobsdb.com/hk/en/job/sales-developer-100003006005116,Degree,Middle,Salary negotiable
Japanese Speaking Senior/Assistant Manager of Sales (Japanese famous game company),Hung Hom,https://hk.jobsdb.com/hk/en/job/senior-assistant-manager-of-sales-100003006005220,null,Middle,Salary provided
全職顧客服務員,Location not specified,https://hk.jobsdb.com/hk/en/job/%e5%85%a8%e8%81%b7%e9%a1%a7%e5%ae%a2%e6%9c%8d%e5%8b%99%e5%93%a1-100003006003930,Form 3,Entry Level,Salary provided
兼職顧客服務員,Location not specified,https://hk.jobsdb.com/hk/en/job/%e5%85%bc%e8%81%b7%e9%a1%a7%e5%ae%a2%e6%9c%8d%e5%8b%99%e5%93%a1-100003006003913,Form 3,Entry Level,Salary provided
Account Executive,Mong Kok,https://hk.jobsdb.com/hk/en/job/account-executive-100003006005205,null,Full Time,Salary provided
Assistant Sales Manager / Sales Manager (SD-HK),Mong Kok,https://hk.jobsdb.com/hk/en/job/assistant-sales-manager-sales-manager-100003006005202,Degree,Middle,Salary negotiable
"Manager – Sales & Operations, Shiseido (Ref: SSUSM)",Kowloon Bay,https://hk.jobsdb.com/hk/en/job/manager-sales-operations-shiseido-100003006005196,Degree,Middle level,Salary negotiable
"Customer Service Assistant (Up to $14,000)",Shatin Area,https://hk.jobsdb.com/hk/en/job/customer-service-assistant-100003006005192,School Certificate,Entry Level,Salary negotiable
Japanese Speaking Sales Representative - Account Servicing (Up to 20K with nice package/ 5 Days),Kwai Fong,https://hk.jobsdb.com/hk/en/job/sales-representative-account-servicing-100003006005191,Degree,Entry Level,"HK$14,000 - 20,000 /month"
"Manager – Retail and Channel Management, Shiseido (Ref: SSURCM)",Kowloon Bay,https://hk.jobsdb.com/hk/en/job/manager-retail-and-channel-management-shiseido-100003006005190,Degree,Middle level,Salary negotiable
Assistant Manager – Business Planning (Ref: CPC-AM),Kowloon Bay,https://hk.jobsdb.com/hk/en/job/assistant-manager-business-planning-100003006005188,Degree,Middle level,Salary provided
Business Development Manager/ Director (China High Net Worth),Central & Western Area,https://hk.jobsdb.com/hk/en/job/business-development-manager-director-100003006005187,Non-Degree Tertiary,Senior,Salary negotiable
Solution Sales (5-Day Work),Wan Chai,https://hk.jobsdb.com/hk/en/job/solution-sales-100003006005181,Degree,Entry Level,Salary negotiable
Telesales(5-Day Work),Wan Chai,https://hk.jobsdb.com/hk/en/job/telesales-100003006005180,Non-Degree Tertiary,Middle,Salary negotiable
Recruitment Consultant - Sales and Marketing,Location not specified,https://hk.jobsdb.com/hk/en/job/recruitment-consultant-sales-and-marketing-100003006005173,Degree,Middle level,Salary provided
顧客服務助理 (Customer Service Assistant),Location not specified,https://hk.jobsdb.com/hk/en/job/%e9%a1%a7%e5%ae%a2%e6%9c%8d%e5%8b%99%e5%8a%a9%e7%90%86-100003006005165,Form 3,Entry Level,null
Store Trainee Manager,Location not specified,https://hk.jobsdb.com/hk/en/job/store-trainee-manager-100003006005164,Non-Degree Tertiary,Entry Level,Salary provided
Dispenser,Location not specified,https://hk.jobsdb.com/hk/en/job/dispenser-100003006005162,Non-Degree Tertiary,Entry Level,null
Customer Service Officer,Kwun Tong,https://hk.jobsdb.com/hk/en/job/customer-service-officer-100003006005159,Non-Degree Tertiary,null,Salary provided
Senior Visual Merchandising Manager (Based in Shanghai),Location not specified,https://hk.jobsdb.com/hk/en/job/senior-visual-merchandising-manager-100003006004790,Degree,Senior,Salary negotiable
Customer Service Representative,Lai Chi Kok,https://hk.jobsdb.com/hk/en/job/customer-service-representative-100003006005158,Non-Degree Tertiary,Entry Level,Salary negotiable
Buying Assistant (Ladieswear),Aberdeen,https://hk.jobsdb.com/hk/en/job/buying-assistant-100003006005157,Degree,Entry Level,Salary provided
Pre-Employment Screening Associate - Chinese and English proficiency,Siu Sai Wan,https://hk.jobsdb.com/hk/en/job/pre-employment-screening-associate-chinese-and-english-proficiency-100003006005155,Degree,Entry Level,Salary provided
Solutions Sales Manager(s),Kwun Tong,https://hk.jobsdb.com/hk/en/job/solutions-sales-manager-100003006005144,Degree,Senior,Salary negotiable
Spa Representative - Reputable Private Housing Estate,Location not specified,https://hk.jobsdb.com/hk/en/job/spa-representative-reputable-private-housing-estate-100003006005137,School Certificate,Entry Level,"HK$11,000 - 14,000 /month (negotiable)"
Sales Executive,Sheung Wan,https://hk.jobsdb.com/hk/en/job/sales-executive-100003006005134,null,Full Time,Salary provided
Business Development Manager,Kwun Tong,https://hk.jobsdb.com/hk/en/job/business-development-manager-100003006005091,Degree,Senior,Salary negotiable
Sales & Marketing Assistant,North Point,https://hk.jobsdb.com/hk/en/job/sales-marketing-assistant-100003006005119,School Certificate,Middle,"HK$11,000 - 17,000 /month"
Sales / Business Development Manager / Director / Executive,Tsuen Wan Area,https://hk.jobsdb.com/hk/en/job/sales-business-development-manager-director-executive-100003006005117,Degree,Senior,"HK$30,000 - 45,000 /month (negotiable)"
倉務助理 / Warehouse Assistant,Kwai Hing,https://hk.jobsdb.com/hk/en/job/%e5%80%89%e5%8b%99%e5%8a%a9%e7%90%86-warehouse-assistant-100003006005102,Non-Degree Tertiary,Entry Level,Salary negotiable
Alice & Olivia - Sales Associate / Senior Sales Associate,Central,https://hk.jobsdb.com/hk/en/job/alice-olivia-sales-associate-senior-sales-associate-100003006005110,null,Entry Level,Salary provided
Customer Service,Kwai Hing,https://hk.jobsdb.com/hk/en/job/customer-service-100003006005104,School Certificate,Middle,Salary negotiable
Marketing Executive,Tsuen Wan Area,https://hk.jobsdb.com/hk/en/job/marketing-executive-100003006005090,Degree,Middle,Salary provided
Customer Service Manager (Full Service Specialty Restaurants),North Point,https://hk.jobsdb.com/hk/en/job/customer-service-manager-100003006004794,null,Middle,Salary provided
Flagship Store Manager (Senior level; Int'l Luxury Brand; 50-60k p.m.; 13 months; 5 days work),Location not specified,https://hk.jobsdb.com/hk/en/job/flagship-store-manager-100003006005089,Degree,Senior level,Salary provided
