Assistant Administration Manager,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/assistant-administration-manager-100003006010915,Degree,null
Administration Assistant / Clerk (Corporate Office),Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/administration-assistant-clerk-100003006010916,School Certificate,null
Secretary,Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/secretary-100003006010917,School Certificate,null
Assistant Business Administration Manager (Property),Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/assistant-business-administration-manager-100003006010816,Degree,null
Senior HR Officer / Officer – Recruitment,Location not specified,https://hk.jobsdb.com/hk/en/job/senior-hr-officer-officer-recruitment-100003006010617,Degree,Salary provided
Secretary – Marketing Department,Location not specified,https://hk.jobsdb.com/hk/en/job/secretary-marketing-department-100003006010635,Degree,Salary provided
公司司機  (港島區取車),Central & Western Area,https://hk.jobsdb.com/hk/en/job/%e5%85%ac%e5%8f%b8%e5%8f%b8%e6%a9%9f-100003006010694,(N/A),Salary provided
General Clerk/Office Assistant,Wan Chai,https://hk.jobsdb.com/hk/en/job/general-clerk-office-assistant-100003006010445,School Certificate,Salary negotiable
Assistant Store Manager  助理店鋪經理,Central,https://hk.jobsdb.com/hk/en/job/assistant-store-manager-%e5%8a%a9%e7%90%86%e5%ba%97%e9%8b%aa%e7%b6%93%e7%90%86-100003004664122,Matriculated,"HK$14,000 - 17,000 /month (negotiable)"
"Manager, Human Resources",North Point,https://hk.jobsdb.com/hk/en/job/manager-human-resources-100003006010141,Degree,Salary negotiable
Personal Assistant,Location not specified,https://hk.jobsdb.com/hk/en/job/personal-assistant-100003006010060,Non-Degree Tertiary,Salary negotiable
中班文員 (上班時間: 1400 - 22:00),Kowloon Bay,https://hk.jobsdb.com/hk/en/job/%e4%b8%ad%e7%8f%ad%e6%96%87%e5%93%a1-100003006009588,Non-Degree Tertiary,Salary provided
Clerk - Softlines,Kowloon Bay,https://hk.jobsdb.com/hk/en/job/clerk-softlines-100003006009591,School Certificate,Salary negotiable
ACCOUNTS CLERK,Kwai Hing,https://hk.jobsdb.com/hk/en/job/accounts-clerk-100003006009368,School Certificate,Salary negotiable
文員 (Clerk),Yau Tsim Mong Area,https://hk.jobsdb.com/hk/en/job/%e6%96%87%e5%93%a1-100003006009459,null,Salary provided
Site Clerk,Location not specified,https://hk.jobsdb.com/hk/en/job/site-clerk-100003006009428,School Certificate,Salary negotiable
Admin & Purchasing Officer,Mong Kok,https://hk.jobsdb.com/hk/en/job/admin-purchasing-officer-100003006009293,School Certificate,Salary negotiable
Clerk,Kowloon Bay,https://hk.jobsdb.com/hk/en/job/clerk-100003006009367,School Certificate,Salary negotiable
Project coordinator,Mong Kok,https://hk.jobsdb.com/hk/en/job/project-coordinator-100003006009267,Non-Degree Tertiary,Salary negotiable
Officer / Assistant Officer - Human Resources,Sheung Wan,https://hk.jobsdb.com/hk/en/job/officer-assistant-officer-human-resources-100003006009154,Degree,Salary provided
Accounting Assistant (5 Days Work),Kwun Tong,https://hk.jobsdb.com/hk/en/job/accounting-assistant-100003006009107,School Certificate,Salary negotiable
Receptionist ( 5 days work),Sai Ying Pun,https://hk.jobsdb.com/hk/en/job/receptionist-100003005999138,Non-Degree Tertiary,Salary provided
ACCOUNTING CLERK,Location not specified,https://hk.jobsdb.com/hk/en/job/accounting-clerk-100003006008828,School Certificate,Salary negotiable
Recruitment Team- Consultant/ Internal Recruiter,Kowloon Bay,https://hk.jobsdb.com/hk/en/job/recruitment-team-consultant-internal-recruiter-100003006008062,Degree,Salary provided
Administrative Assistant,Lai Chi Kok,https://hk.jobsdb.com/hk/en/job/administrative-assistant-100003006008677,Degree,Salary negotiable
Sales Administrator ( 5 days work ),Location not specified,https://hk.jobsdb.com/hk/en/job/sales-administrator-100003006008563,Non-Degree Tertiary,Salary negotiable
Personal Assistant / Secretary,Wong Tai Sin Area,https://hk.jobsdb.com/hk/en/job/personal-assistant-secretary-100003006008407,School Certificate,Salary negotiable
Receptionist / Clerk/ Sales Coordinator X 2 -Top Urgent,Tsuen Wan Area,https://hk.jobsdb.com/hk/en/job/receptionist-clerk-sales-coordinator-100003006008389,School Certificate,Salary negotiable
Senior Assistant Officer (Public Relations),Causeway Bay,https://hk.jobsdb.com/hk/en/job/senior-assistant-officer-100003006008221,Non-Degree Tertiary,Salary negotiable
"Senior Manager, HR Process Re-engineering Consultant",Location not specified,https://hk.jobsdb.com/hk/en/job/senior-manager-hr-process-re-engineering-consultant-100003006008109,Degree,"HK$55,000 - 70,000 /month"
Assistant Officer (Elderly Services) [Ref: AO (ES)-SEN],Location not specified,https://hk.jobsdb.com/hk/en/job/assistant-officer-100003006008092,School Certificate,null
Assistant Officer (Property Management) - Estate (Shatin),Shatin Area,https://hk.jobsdb.com/hk/en/job/assistant-officer-estate-100003006008054,School Certificate,Salary negotiable
Assistant Property Officer / Customer Services Officer (Estate) [Ref: APO/CSO(Estate)],Location not specified,https://hk.jobsdb.com/hk/en/job/assistant-property-officer-customer-services-officer-100003006007789,Non-Degree Tertiary,Salary negotiable
Learning & Development Manager,Airport Area,https://hk.jobsdb.com/hk/en/job/learning-development-manager-100003006007693,Non-Degree Tertiary,Salary provided
Corporate Training Officer,Airport Area,https://hk.jobsdb.com/hk/en/job/corporate-training-officer-100003006007694,Degree,Salary provided
"Assistant Manager, Training",Airport Area,https://hk.jobsdb.com/hk/en/job/assistant-manager-training-100003006007695,Degree,Salary provided
Administrative Secretary,Location not specified,https://hk.jobsdb.com/hk/en/job/administrative-secretary-100003006007568,null,Salary provided
CLERK (5-DAY WORK),Tsim Sha Tsui,https://hk.jobsdb.com/hk/en/job/clerk-100003006006934,School Certificate,null
Accounts Clerk,Causeway Bay,https://hk.jobsdb.com/hk/en/job/accounts-clerk-100003006006893,Matriculated,Salary negotiable
